1, 3001
2, 3001
3, 3001
4, 3001
5, 3001
6, 3001
7, 2700
8, 3001
9, 2761
10, 2920
11, 3001
12, 3001
13, 3001
14, 3001
15, 3001
16, 3001
17, 3001
18, 3001
19, 3001
20, 3001
21, 3001
22, 3001
23, 2603
24, 3001
25, 3001
26, 3001
27, 3001
28, 3001
29, 3001
30, 3001
31, 3001
32, 3001
33, 3001
34, 3001
35, 3001
36, 3001
37, 3001
38, 3001
39, 3001
40, 3001
41, 3001
42, 3001
43, 3001
44, 3001
45, 2789
46, 2899
47, 3001
48, 3001
49, 3001
50, 3001
51, 3001
52, 3001
53, 3001
54, 3001
55, 3001
56, 3001
57, 3001
58, 3001
59, 3001
60, 3001
61, 2837
62, 2845
63, 3001
64, 3001
65, 3001
66, 3001
67, 3001
68, 3001
69, 3001
70, 3001
71, 3001
72, 3001
73, 3001
74, 3001
75, 3001
76, 3001
77, 3001
78, 3001
79, 3001
80, 3001
81, 3001
82, 3001
83, 3001
84, 3001
85, 3001
86, 3001
87, 3001
88, 3001
89, 3001
90, 3001
91, 3001
92, 3001
93, 3001
94, 3001
95, 3001
96, 3001
97, 3001
98, 3001
99, 2836
100, 3001
