#p^2, p^2(melhorado), p, p(melhorado), med_prop, erro_prop
0.000000 0.000000 0.000000 0.000000 9.186331 0.255535
0.152241 0.154172 0.390181 0.392648 5.100880 0.142790
0.585786 0.614382 0.765367 0.783825 1.612113 0.049151
1.234633 1.361660 1.111140 1.166902 0.632344 0.017743
2.000000 2.333333 1.414214 1.527525 0.349101 0.011021
2.765367 3.402638 1.662939 1.844624 0.236445 0.006759
3.414214 4.385618 1.847759 2.094187 0.169053 0.004716
3.847759 5.081530 1.961571 2.254225 0.159766 0.004364
4.000000 5.333333 2.000000 2.309401 0.142385 0.006939
