#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 2.916614 1.286772
0.194260 0.196724 0.440749 0.443536 2.454910 1.082230
0.747464 0.783952 0.864560 0.885411 1.282605 0.565535
1.575394 1.737480 1.255147 1.318135 0.576413 0.254179
2.552003 2.977337 1.597499 1.725496 0.315684 0.139267
3.528613 4.341772 1.878460 2.083692 0.211288 0.093138
4.356542 5.596056 2.087233 2.365598 0.162176 0.071499
4.909747 6.484041 2.215795 2.546378 0.135304 0.059649
5.104007 6.805342 2.259205 2.608705 0.124877 0.055209
