#p^2, p^2(melhorado), p, p(melhorado), med_prop, erro_prop
0.000000 0.000000 0.000000 0.000000 3.721605 0.120346
0.152241 0.154172 0.390181 0.392648 3.132469 0.085358
0.585786 0.614382 0.765367 0.783825 1.636607 0.046764
1.234633 1.361660 1.111140 1.166902 0.735504 0.021461
2.000000 2.333333 1.414214 1.527525 0.402813 0.012869
2.765367 3.402638 1.662939 1.844624 0.269603 0.007217
3.414214 4.385618 1.847759 2.094187 0.206937 0.005738
3.847759 5.081530 1.961571 2.254225 0.172649 0.004724
4.000000 5.333333 2.000000 2.309401 0.159344 0.006861
