#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 2.585616 1.148254
0.309955 0.313887 0.556736 0.560256 1.804433 0.796949
1.192630 1.250849 1.092076 1.118414 0.799216 0.353015
2.513648 2.772268 1.585449 1.665013 0.360591 0.159355
4.071895 4.750544 2.017894 2.179574 0.182592 0.080711
5.630142 6.927592 2.372792 2.632032 0.115278 0.050999
6.951160 8.928888 2.636505 2.988125 0.096019 0.042409
7.833835 10.345728 2.798899 3.216478 0.073918 0.032665
8.143790 10.858387 2.853733 3.295207 0.072002 0.032011
