#p^2, p^2(melhorado)i, p, p(melhorado), med_prop, erro_prop
0.000000 0.000000 0.000000 0.000000 35.955230 4.147757
0.152241 0.154172 0.390181 0.392648 15.252120 1.373542
0.585786 0.614382 0.765367 0.783825 2.721086 0.118182
1.234633 1.361660 1.111140 1.166902 0.916571 0.040688
2.000000 2.333333 1.414214 1.527525 0.426812 0.018132
2.765367 3.402638 1.662939 1.844624 0.276091 0.011639
3.414214 4.385618 1.847759 2.094187 0.218386 0.009256
3.847759 5.081530 1.961571 2.254225 0.173580 0.007831
4.000000 5.333333 2.000000 2.309401 0.151637 0.007948
