#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 4.344498 1.939495
0.260448 0.263752 0.510341 0.513568 2.996289 1.328032
1.002140 1.051060 1.001070 1.025212 1.025812 0.453131
2.112162 2.329474 1.453328 1.526261 0.439456 0.194134
3.421521 3.991775 1.849735 1.997943 0.239466 0.105864
4.730881 5.821099 2.175059 2.412695 0.157154 0.069439
5.840902 7.502743 2.416796 2.739113 0.110711 0.048908
6.582595 8.693281 2.565657 2.948437 0.095023 0.041971
6.843042 9.124056 2.615921 3.020605 0.090273 0.040107
