#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 27.326296 12.238314
0.206722 0.209345 0.454667 0.457542 11.411144 5.056370
0.795418 0.834247 0.891862 0.913371 2.593132 1.146696
1.676463 1.848948 1.294783 1.359760 0.776407 0.343146
2.715727 3.168348 1.647946 1.779985 0.356357 0.157445
3.754990 4.620318 1.937780 2.149492 0.216302 0.095597
4.636036 5.955070 2.153146 2.440301 0.150784 0.066629
5.224731 6.900023 2.285767 2.626790 0.126556 0.055944
5.431454 7.241938 2.330548 2.691085 0.115020 0.051022
