#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 2.527416 1.115782
0.223937 0.226778 0.473219 0.476212 1.983204 0.874085
0.861654 0.903716 0.928253 0.950640 0.971791 0.428452
1.816066 2.002914 1.347615 1.415243 0.449173 0.198083
2.941872 3.432183 1.715188 1.852615 0.249165 0.109886
4.067677 5.005062 2.016848 2.237200 0.167178 0.073689
5.022089 6.450963 2.241002 2.539875 0.120768 0.053256
5.659806 7.474604 2.379035 2.733972 0.113529 0.050053
5.883743 7.844991 2.425643 2.800891 0.102333 0.045201
