#p^2, p^2(melhorado)i, p, p(melhorado), med_prop, erro_prop
0.000000 0.000000 0.000000 0.000000 113.548593 6.125539
0.152241 0.154172 0.390181 0.392648 32.376797 1.535548
0.585786 0.614382 0.765367 0.783825 4.525471 0.208064
1.234633 1.361660 1.111140 1.166902 1.119965 0.045734
2.000000 2.333333 1.414214 1.527525 0.475387 0.021052
2.765367 3.402638 1.662939 1.844624 0.268182 0.011514
3.414214 4.385618 1.847759 2.094187 0.193958 0.007436
3.847759 5.081530 1.961571 2.254225 0.170336 0.007836
4.000000 5.333333 2.000000 2.309401 0.164023 0.008926
