#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 0.661236 0.293651
0.860984 0.871908 0.927892 0.933760 0.473019 0.209086
3.312861 3.474580 1.820127 1.864022 0.198826 0.087885
6.982353 7.700740 2.642414 2.775021 0.096416 0.042584
11.310814 13.195950 3.363155 3.632623 0.054698 0.024173
15.639275 19.243303 3.954652 4.386719 0.036741 0.016235
19.308767 24.802455 4.394174 4.980206 0.027718 0.012252
21.760644 28.738120 4.664831 5.360795 0.024934 0.011020
22.621628 30.162171 4.756220 5.492010 0.022659 0.010049
