#p^2, p^2(melhorado), p, p(melhorado), med_prop, erro_prop
0.000000 0.000000 0.000000 0.000000 3.959855 0.141174
0.152241 0.154172 0.390181 0.392648 3.132527 0.094502
0.585786 0.614382 0.765367 0.783825 1.484690 0.045263
1.234633 1.361660 1.111140 1.166902 0.708684 0.019726
2.000000 2.333333 1.414214 1.527525 0.382213 0.010618
2.765367 3.402638 1.662939 1.844624 0.257560 0.007338
3.414214 4.385618 1.847759 2.094187 0.203645 0.005771
3.847759 5.081530 1.961571 2.254225 0.167102 0.004787
4.000000 5.333333 2.000000 2.309401 0.153272 0.006103
