#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 2.887724 1.273135
0.484304 0.490448 0.695919 0.700320 1.603462 0.706950
1.863484 1.954451 1.365095 1.398017 0.506768 0.223512
3.927574 4.331667 1.981811 2.081266 0.198777 0.087640
6.362334 7.422723 2.522367 2.724467 0.109740 0.048410
8.797093 10.824359 2.965989 3.290039 0.074326 0.032773
10.861183 13.951383 3.295631 3.735155 0.053142 0.023429
12.240364 16.165194 3.498623 4.020596 0.050222 0.022140
12.724667 16.966223 3.567165 4.119008 0.044759 0.019814
