#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 3.022019 1.333963
0.174349 0.176561 0.417552 0.420192 2.449038 1.079934
0.670854 0.703602 0.819057 0.838810 1.319066 0.581674
1.413926 1.559400 1.189086 1.248759 0.650662 0.286922
2.290440 2.672180 1.513420 1.634680 0.373089 0.164531
3.166953 3.896769 1.779594 1.974023 0.228676 0.100854
3.910025 5.022497 1.977378 2.241093 0.193641 0.085375
4.406530 5.819469 2.099174 2.412358 0.155789 0.068670
4.580880 6.107839 2.140299 2.471404 0.147719 0.065302
