#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 25.498785 11.403602
0.194260 0.196724 0.440749 0.443536 11.957178 5.306258
0.747464 0.783952 0.864560 0.885411 2.703763 1.196053
1.575394 1.737480 1.255147 1.318135 0.902018 0.398332
2.552003 2.977337 1.597499 1.725496 0.389144 0.172217
3.528613 4.341772 1.878460 2.083692 0.230532 0.101908
4.356542 5.596056 2.087233 2.365598 0.175110 0.077426
4.909747 6.484041 2.215795 2.546378 0.136174 0.060143
5.104007 6.805342 2.259205 2.608705 0.127657 0.056675
