#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 2.800757 1.236373
0.215246 0.217977 0.463946 0.466880 2.215598 0.977152
0.828215 0.868645 0.910063 0.932011 1.050103 0.463153
1.745588 1.925185 1.321207 1.387510 0.501244 0.220988
2.827704 3.298987 1.681578 1.816311 0.270335 0.119184
3.909819 4.810826 1.977326 2.193359 0.182169 0.080322
4.827192 6.200614 2.197087 2.490103 0.144036 0.063507
5.440161 7.184530 2.332415 2.680397 0.118189 0.052113
5.655407 7.540543 2.378110 2.746005 0.108408 0.047894
