#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 20.647452 9.203827
0.174349 0.176561 0.417552 0.420192 11.168015 4.950214
0.670854 0.703602 0.819057 0.838810 2.982387 1.318154
1.413926 1.559400 1.189086 1.248759 0.950269 0.419947
2.290440 2.672180 1.513420 1.634680 0.484752 0.214263
3.166953 3.896769 1.779594 1.974023 0.261016 0.115460
3.910025 5.022497 1.977378 2.241093 0.196835 0.087030
4.406530 5.819469 2.099174 2.412358 0.168852 0.074668
4.580880 6.107839 2.140299 2.471404 0.143733 0.063825
