#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 3.131291 1.382263
0.137758 0.139505 0.371157 0.373504 2.774862 1.223362
0.530058 0.555933 0.728051 0.745609 1.697561 0.748499
1.117176 1.232118 1.056966 1.110008 0.904970 0.399103
1.809730 2.111352 1.345262 1.453049 0.533032 0.235067
2.502284 3.078928 1.581861 1.754688 0.335252 0.147824
3.089403 3.968393 1.757670 1.992083 0.243665 0.107424
3.481703 4.598099 1.865932 2.144318 0.206369 0.090983
3.619461 4.825947 1.902488 2.196804 0.197111 0.087176
