#p^2, p^2(melhorado), p, p(melhorado), med_prop, erro_prop
0.000000 0.000000 0.000000 0.000000 4.119836 0.131096
0.152241 0.154172 0.390181 0.392648 3.093786 0.092341
0.585786 0.614382 0.765367 0.783825 1.617870 0.049827
1.234633 1.361660 1.111140 1.166902 0.737330 0.022273
2.000000 2.333333 1.414214 1.527525 0.411244 0.011792
2.765367 3.402638 1.662939 1.844624 0.271759 0.007417
3.414214 4.385618 1.847759 2.094187 0.195163 0.005926
3.847759 5.081530 1.961571 2.254225 0.159623 0.005185
4.000000 5.333333 2.000000 2.309401 0.158834 0.005939
