#p^2, p^2(melhorado)i, p, p(melhorado), med_prop, erro_prop
0.000000 0.000000 0.000000 0.000000 60.516649 4.791064
0.152241 0.154172 0.390181 0.392648 22.494259 1.243755
0.585786 0.614382 0.765367 0.783825 3.854252 0.176892
1.234633 1.361660 1.111140 1.166902 1.102294 0.046599
2.000000 2.333333 1.414214 1.527525 0.492569 0.019806
2.765367 3.402638 1.662939 1.844624 0.280996 0.011593
3.414214 4.385618 1.847759 2.094187 0.214940 0.007828
3.847759 5.081530 1.961571 2.254225 0.172207 0.006658
4.000000 5.333333 2.000000 2.309401 0.158176 0.008708
