#p^2, p^2(melhorado)i, p, p(melhorado), med_prop, erro_prop
0.000000 0.000000 0.000000 0.000000 5.264178 0.316658
0.152241 0.154172 0.390181 0.392648 3.673731 0.140611
0.585786 0.614382 0.765367 0.783825 1.627162 0.063018
1.234633 1.361660 1.111140 1.166902 0.734144 0.030277
2.000000 2.333333 1.414214 1.527525 0.371748 0.015724
2.765367 3.402638 1.662939 1.844624 0.234699 0.010800
3.414214 4.385618 1.847759 2.094187 0.195490 0.007508
3.847759 5.081530 1.961571 2.254225 0.150492 0.006176
4.000000 5.333333 2.000000 2.309401 0.146592 0.009330
