#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 3.034058 1.338472
0.206722 0.209345 0.454667 0.457542 2.278422 1.004810
0.795418 0.834247 0.891862 0.913371 1.191482 0.525535
1.676463 1.848948 1.294783 1.359760 0.543007 0.239486
2.715727 3.168348 1.647946 1.779985 0.302861 0.133542
3.754990 4.620318 1.937780 2.149492 0.200137 0.088230
4.636036 5.955070 2.153146 2.440301 0.143728 0.063391
5.224731 6.900023 2.285767 2.626790 0.117555 0.051865
5.431454 7.241938 2.330548 2.691085 0.116974 0.051654
