#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 19.944246 8.876874
0.137758 0.139505 0.371157 0.373504 11.923598 5.268855
0.530058 0.555933 0.728051 0.745609 4.028133 1.780782
1.117176 1.232118 1.056966 1.110008 1.408963 0.622458
1.809730 2.111352 1.345262 1.453049 0.625700 0.276385
2.502284 3.078928 1.581861 1.754688 0.346636 0.153041
3.089403 3.968393 1.757670 1.992083 0.257646 0.113950
3.481703 4.598099 1.865932 2.144318 0.222792 0.098486
3.619461 4.825947 1.902488 2.196804 0.186379 0.082872
