#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 3.156875 1.393270
0.237309 0.240320 0.487144 0.490224 2.365441 1.043329
0.913107 0.957681 0.955566 0.978612 1.046886 0.461745
1.924511 2.122516 1.387267 1.456886 0.479146 0.211242
3.117543 3.637134 1.765657 1.907127 0.255684 0.112723
4.310575 5.303935 2.076192 2.303027 0.175045 0.077167
5.321979 6.836177 2.306941 2.614608 0.124943 0.055093
5.997777 7.920944 2.449036 2.814417 0.106961 0.047162
6.235086 8.313448 2.497015 2.883305 0.099768 0.044066
