#p^2, p^2(melhorado)i, p, p(melhorado), med_prop, erro_prop
0.000000 0.000000 0.000000 0.000000 23.645873 1.689116
0.152241 0.154172 0.390181 0.392648 12.789833 0.685164
0.585786 0.614382 0.765367 0.783825 3.415489 0.142719
1.234633 1.361660 1.111140 1.166902 1.088267 0.044837
2.000000 2.333333 1.414214 1.527525 0.555147 0.023354
2.765367 3.402638 1.662939 1.844624 0.298921 0.013605
3.414214 4.385618 1.847759 2.094187 0.225420 0.009812
3.847759 5.081530 1.961571 2.254225 0.193372 0.008540
4.000000 5.333333 2.000000 2.309401 0.164606 0.009848
