#p^2, p^2(melhorado), p, p(melhorado), med_prop, erro_prop
0.000000 0.000000 0.000000 0.000000 10.804517 0.280143
0.152241 0.154172 0.390181 0.392648 5.320738 0.146186
0.585786 0.614382 0.765367 0.783825 1.485828 0.043779
1.234633 1.361660 1.111140 1.166902 0.559726 0.017456
2.000000 2.333333 1.414214 1.527525 0.315849 0.008726
2.765367 3.402638 1.662939 1.844624 0.202914 0.006528
3.414214 4.385618 1.847759 2.094187 0.163560 0.004891
3.847759 5.081530 1.961571 2.254225 0.141539 0.003940
4.000000 5.333333 2.000000 2.309401 0.137306 0.005149
