#p^2, p^2(melhorado), p, p(melhorado), med_prop, erro_prop
0.000000 0.000000 0.000000 0.000000 6.884770 0.210472
0.152241 0.154172 0.390181 0.392648 4.346383 0.134117
0.585786 0.614382 0.765367 0.783825 1.687400 0.050817
1.234633 1.361660 1.111140 1.166902 0.725765 0.021785
2.000000 2.333333 1.414214 1.527525 0.383922 0.011722
2.765367 3.402638 1.662939 1.844624 0.244720 0.007139
3.414214 4.385618 1.847759 2.094187 0.186979 0.005244
3.847759 5.081530 1.961571 2.254225 0.157642 0.003872
4.000000 5.333333 2.000000 2.309401 0.140522 0.005200
