#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 42.802683 19.135626
0.215246 0.217977 0.463946 0.466880 15.909914 7.055423
0.828215 0.868645 0.910063 0.932011 2.726065 1.205977
1.745588 1.925185 1.321207 1.387510 0.779639 0.344621
2.827704 3.298987 1.681578 1.816311 0.348388 0.153930
3.909819 4.810826 1.977326 2.193359 0.198745 0.087831
4.827192 6.200614 2.197087 2.490103 0.152025 0.067120
5.440161 7.184530 2.332415 2.680397 0.121800 0.053798
5.655407 7.540543 2.378110 2.746005 0.111876 0.049609
