#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 77.194799 34.219636
0.223937 0.226778 0.473219 0.476212 22.011020 9.740831
0.861654 0.903716 0.928253 0.950640 3.076593 1.361055
1.816066 2.002914 1.347615 1.415243 0.761396 0.336450
2.941872 3.432183 1.715188 1.852615 0.323187 0.142919
4.067677 5.005062 2.016848 2.237200 0.182321 0.080601
5.022089 6.450963 2.241002 2.539875 0.131860 0.058238
5.659806 7.474604 2.379035 2.733972 0.115801 0.051230
5.883743 7.844991 2.425643 2.800891 0.111509 0.049437
