#p^2, p^2(melhorado), p, p(melhorado), med_prop, erro_prop
0.000000 0.000000 0.000000 0.000000 2.833396 0.100790
0.152241 0.154172 0.390181 0.392648 2.510876 0.069637
0.585786 0.614382 0.765367 0.783825 1.536064 0.043877
1.234633 1.361660 1.111140 1.166902 0.818876 0.024447
2.000000 2.333333 1.414214 1.527525 0.482322 0.014308
2.765367 3.402638 1.662939 1.844624 0.303358 0.008700
3.414214 4.385618 1.847759 2.094187 0.220484 0.006099
3.847759 5.081530 1.961571 2.254225 0.186736 0.005179
4.000000 5.333333 2.000000 2.309401 0.178359 0.007977
