#p^2, p^2(melhorado)i, p, p(melhorado), med_prop, erro_prop
0.000000 0.000000 0.000000 0.000000 3.739556 0.225002
0.152241 0.154172 0.390181 0.392648 2.675114 0.113048
0.585786 0.614382 0.765367 0.783825 1.124444 0.047445
1.234633 1.361660 1.111140 1.166902 0.545271 0.020946
2.000000 2.333333 1.414214 1.527525 0.309338 0.012796
2.765367 3.402638 1.662939 1.844624 0.207785 0.008471
3.414214 4.385618 1.847759 2.094187 0.156758 0.006601
3.847759 5.081530 1.961571 2.254225 0.141009 0.005862
4.000000 5.333333 2.000000 2.309401 0.128144 0.007105
