#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 3.477142 1.533848
0.260448 0.263752 0.510341 0.513568 2.394940 1.055937
1.002140 1.051060 1.001070 1.025212 1.063475 0.469006
2.112162 2.329474 1.453328 1.526261 0.425992 0.187877
3.421521 3.991775 1.849735 1.997943 0.240040 0.105829
4.730881 5.821099 2.175059 2.412695 0.138181 0.060928
5.840902 7.502743 2.416796 2.739113 0.108369 0.047791
6.582595 8.693281 2.565657 2.948437 0.097807 0.043139
6.843042 9.124056 2.615921 3.020605 0.089238 0.039446
