#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 3.381605 1.491493
0.309955 0.313887 0.556736 0.560256 2.134821 0.941628
1.192630 1.250849 1.092076 1.118414 0.828803 0.365527
2.513648 2.772268 1.585449 1.665013 0.356476 0.157214
4.071895 4.750544 2.017894 2.179574 0.188572 0.083171
5.630142 6.927592 2.372792 2.632032 0.120200 0.053004
6.951160 8.928888 2.636505 2.988125 0.091839 0.040491
7.833835 10.345728 2.798899 3.216478 0.077429 0.034122
8.143790 10.858387 2.853733 3.295207 0.069020 0.030476
