#p^2, p^2(melhorado)i, p, p(melhorado), med_prop, erro_prop
0.000000 0.000000 0.000000 0.000000 32.536493 2.604329
0.152241 0.154172 0.390181 0.392648 15.257379 0.880889
0.585786 0.614382 0.765367 0.783825 3.450006 0.157634
1.234633 1.361660 1.111140 1.166902 1.150976 0.043238
2.000000 2.333333 1.414214 1.527525 0.496548 0.023578
2.765367 3.402638 1.662939 1.844624 0.294160 0.012524
3.414214 4.385618 1.847759 2.094187 0.223441 0.009738
3.847759 5.081530 1.961571 2.254225 0.173758 0.006659
4.000000 5.333333 2.000000 2.309401 0.162890 0.009641
