#p^2/a^2, p^2(melhorado)/a^2, p/a, p(melhorado)/a, a^2*med_prop, erro_prop(a)
0.000000 0.000000 0.000000 0.000000 23.066389 10.492232
0.237309 0.240320 0.487144 0.490224 9.784705 4.394520
0.913107 0.957681 0.955566 0.978612 1.745661 0.771824
1.924511 2.122516 1.387267 1.456886 0.588008 0.260037
3.117543 3.637134 1.765657 1.907127 0.273813 0.121038
4.310575 5.303935 2.076192 2.303027 0.177121 0.078290
5.321979 6.836177 2.306941 2.614608 0.140101 0.061930
5.997777 7.920944 2.449036 2.814417 0.111357 0.049254
6.235086 8.313448 2.497015 2.883305 0.097280 0.043106
