1, 178
2, 1337
3, 214
4, 169
5, 131
6, 154
7, 166
8, 153
9, 103
10, 191
11, 135
12, 172
13, 170
14, 103
15, 112
16, 134
17, 149
18, 219
19, 115
20, 113
21, 169
22, 168
23, 116
24, 145
25, 185
26, 116
27, 327
28, 191
29, 105
30, 103
31, 104
32, 111
33, 103
34, 102
35, 103
36, 102
37, 104
38, 102
39, 103
40, 101
41, 102
42, 103
43, 105
44, 120
45, 142
46, 106
47, 297
48, 192
49, 208
50, 184
51, 176
52, 520
53, 404
54, 178
55, 127
56, 203
57, 191
58, 237
59, 203
60, 139
61, 491
62, 461
63, 118
64, 164
65, 143
66, 123
67, 140
68, 146
69, 225
70, 194
71, 156
72, 110
73, 406
74, 235
75, 140
76, 113
77, 117
78, 112
79, 184
80, 285
81, 129
82, 107
83, 108
84, 123
85, 137
86, 115
87, 309
88, 212
89, 152
90, 190
91, 181
92, 130
93, 171
94, 196
95, 156
96, 281
97, 125
98, 120
99, 139
100, 216
101, 139
102, 258
103, 178
104, 197
105, 235
106, 236
107, 288
108, 172
109, 189
110, 225
111, 190
112, 791
113, 181
114, 150
115, 126
116, 149
117, 110
118, 158
119, 110
120, 118
121, 105
122, 122
123, 125
124, 107
125, 104
126, 107
127, 107
128, 104
129, 167
130, 131
131, 145
132, 114
133, 151
134, 177
135, 114
136, 124
137, 103
138, 113
139, 153
140, 166
141, 180
142, 759
143, 289
144, 297
145, 115
146, 102
147, 102
148, 103
149, 103
150, 111
151, 120
152, 103
153, 139
154, 143
155, 107
156, 111
157, 106
158, 339
159, 140
160, 152
161, 376
162, 177
163, 127
164, 140
165, 182
166, 349
167, 142
168, 105
169, 142
170, 112
171, 104
172, 104
173, 150
174, 102
175, 349
176, 102
177, 102
178, 102
179, 103
180, 102
181, 140
182, 103
183, 149
184, 104
185, 130
186, 154
187, 143
188, 121
189, 185
190, 251
191, 259
192, 158
193, 144
194, 301
195, 202
196, 187
197, 203
198, 252
199, 148
200, 120
201, 223
202, 147
203, 354
204, 376
205, 162
206, 166
207, 252
208, 246
209, 260
210, 212
211, 204
212, 207
213, 182
214, 307
215, 269
216, 409
217, 206
218, 117
219, 150
220, 251
221, 182
222, 115
223, 108
224, 113
225, 135
226, 110
227, 110
228, 108
229, 123
230, 125
231, 155
232, 208
233, 125
234, 116
235, 224
236, 138
237, 154
238, 182
239, 132
240, 140
241, 354
242, 184
243, 357
244, 222
245, 223
246, 102
247, 108
248, 516
249, 452
250, 179
