1, 461
2, 449
3, 444
4, 497
5, 468
6, 479
7, 454
8, 510
9, 453
10, 448
11, 472
12, 720
13, 446
14, 457
15, 498
16, 480
17, 442
18, 449
19, 456
20, 439
21, 448
22, 457
23, 454
24, 450
25, 441
26, 604
27, 693
28, 473
29, 441
30, 466
31, 452
32, 477
33, 475
34, 489
35, 461
36, 458
37, 520
38, 503
39, 481
40, 482
41, 449
42, 452
43, 471
44, 490
45, 470
46, 478
47, 446
48, 460
49, 1073
50, 502
51, 454
52, 465
53, 448
54, 476
55, 475
56, 456
57, 450
58, 462
59, 438
60, 439
61, 448
62, 456
63, 628
64, 475
65, 450
66, 480
67, 448
68, 449
69, 461
70, 478
71, 675
72, 458
73, 464
74, 469
75, 465
76, 1696
77, 468
78, 457
79, 633
80, 465
81, 452
82, 489
83, 463
84, 468
85, 469
86, 457
87, 457
88, 590
89, 440
90, 470
91, 477
92, 498
93, 463
94, 440
95, 446
96, 461
97, 603
98, 428
99, 444
100, 450
