1, 417
2, 1165
3, 1261
4, 444
5, 333
6, 636
7, 498
8, 1073
9, 793
10, 309
11, 397
12, 320
13, 461
14, 765
15, 498
16, 546
17, 916
18, 408
19, 681
20, 737
21, 463
22, 350
23, 695
24, 496
25, 966
26, 1685
27, 541
28, 788
29, 556
30, 452
31, 651
32, 701
33, 708
34, 439
35, 595
36, 1114
37, 481
38, 751
39, 1442
40, 558
41, 1289
42, 352
43, 919
44, 376
45, 702
46, 1599
47, 554
48, 1565
49, 971
50, 708
51, 1163
52, 1171
53, 566
54, 620
55, 1813
56, 830
57, 463
58, 5178
59, 416
60, 311
61, 312
62, 1004
63, 741
64, 1560
65, 687
66, 569
67, 1165
68, 607
69, 772
70, 887
71, 581
72, 744
73, 546
74, 948
75, 863
76, 544
77, 840
78, 955
79, 924
80, 421
81, 510
82, 689
83, 983
84, 420
85, 306
86, 344
87, 840
88, 1164
89, 571
90, 348
91, 634
92, 577
93, 718
94, 753
95, 751
96, 747
97, 419
98, 430
99, 356
100, 495
